time,open,high,low,close,Volume
1774826700,50745,50745,50710,50730,9
1774826760,50755,50755,50755,50755,1
1774826820,50765,50775,50765,50775,2
1774826940,50790,50790,50790,50790,1
1774827000,50760,50825,50760,50825,7
1774827060,50805,50840,50785,50840,9
1774827120,50835,50835,50795,50830,6
1774827180,50895,50900,50895,50900,2
1774827240,50870,50890,50870,50890,2
1774827300,50880,50890,50875,50890,5
1774827420,50935,50940,50935,50940,3
1774827480,50930,50930,50930,50930,2
1774827540,50925,50950,50925,50950,7
1774827600,50945,50960,50945,50960,6
1774827720,50955,50955,50955,50955,1
1774827900,50965,50970,50925,50950,5
1774827960,50840,50860,50785,50790,21
1774828020,50810,50810,50670,50710,23
1774828080,50720,50750,50720,50750,2
1774828140,50760,50760,50720,50720,2
1774828200,50725,50725,50725,50725,1
1774828320,50855,50855,50840,50850,3
1774828380,50850,50850,50850,50850,1
1774828440,50885,50885,50885,50885,2
1774828500,50905,50905,50850,50855,5
1774828560,50865,50865,50765,50795,23
1774828620,50795,50830,50785,50785,111
1774828680,50785,50830,50770,50830,84
1774828740,50875,50940,50875,50915,10
1774828800,50900,50900,50775,50805,15
1774828860,50750,50750,50620,50640,11
1774828920,50650,50665,50600,50630,22
1774828980,50605,50620,50550,50555,32
1774829040,50550,50555,50490,50510,13
1774829100,50520,50675,50520,50660,11
1774829160,50700,50710,50635,50635,5
1774829220,50660,50750,50660,50750,2
1774829280,50750,50750,50750,50750,1
1774829340,50720,50805,50715,50750,11
1774829400,50720,50720,50720,50720,1
1774829520,50620,50690,50605,50620,13
1774829580,50570,50610,50570,50590,3
1774829640,50670,50670,50600,50605,7
1774829700,50590,50675,50590,50675,3
1774829760,50685,50685,50620,50620,2
1774829820,50705,50885,50705,50870,11
1774829880,50805,50805,50725,50745,6
1774829940,50785,50950,50785,50950,10
1774830000,50940,50950,50900,50925,7
1774830060,50920,51000,50920,51000,9
1774830120,51015,51015,51015,51015,1
1774830180,50905,50940,50885,50885,5
1774830240,50895,50960,50895,50955,4
1774830300,50920,50920,50920,50920,1
1774830420,51000,51040,51000,51040,3
1774830480,50990,50990,50960,50985,3
1774830540,50960,50975,50960,50975,3
1774830660,50870,50920,50855,50920,3
1774830720,50975,50975,50975,50975,1
1774830780,50920,50920,50920,50920,1
1774830840,50925,50925,50925,50925,1
1774830900,50935,50955,50935,50955,2
1774831020,50985,50985,50955,50955,2
1774831080,50845,50845,50800,50800,41
1774831200,50780,50780,50780,50780,1
1774831260,50775,50800,50775,50800,2
1774831380,50820,50820,50820,50820,1
1774831440,50775,50775,50775,50775,5
1774831560,50905,50905,50905,50905,1
1774831740,50880,50880,50880,50880,1
1774831800,50890,50895,50800,50815,4
1774831860,50845,50845,50845,50845,1
1774831920,50840,50840,50840,50840,1
1774832040,50780,50800,50780,50800,3
1774832100,50755,50790,50755,50790,3
1774832160,50795,50795,50795,50795,3
1774832220,50905,50910,50905,50910,2
1774832280,50890,50910,50890,50910,2
1774832400,50940,51000,50940,51000,3
1774832460,51005,51005,51005,51005,1
1774832520,51000,51015,51000,51015,2
1774832580,51025,51025,51025,51025,1
1774832640,51020,51060,50945,50945,8
1774832760,51020,51030,51010,51010,3
1774832820,50960,50960,50960,50960,2
1774832880,50920,50920,50920,50920,1
1774833060,51020,51060,51020,51060,2
1774833120,51095,51095,51095,51095,1
1774833180,50970,50970,50970,50970,1
1774833240,51000,51000,50955,50955,2
1774833300,50955,50955,50900,50900,6
1774833420,51000,51000,51000,51000,1
1774833480,51025,51025,51000,51000,2
1774833540,50965,50965,50940,50950,4
1774833600,50950,50950,50950,50950,1
1774833840,50975,50975,50975,50975,1
1774833900,50985,50995,50965,50995,5
1774833960,50990,50990,50990,50990,1
1774834020,50975,50975,50975,50975,5
1774834080,51055,51055,51055,51055,1
1774834320,51095,51120,51095,51110,7
1774834380,51125,51150,51125,51150,8
1774834440,51200,51200,51200,51200,7
1774834500,51180,51190,51180,51190,6
1774834560,51140,51150,51125,51125,19
1774834620,51155,51155,51135,51140,33
1774834680,51125,51125,51100,51100,5
1774834860,51135,51150,51135,51140,6
1774834920,51090,51090,51085,51090,3
1774834980,51150,51155,51150,51155,3
1774835040,51155,51200,51155,51200,2
1774835100,51165,51165,51165,51165,1
1774835580,51135,51135,51100,51100,4
1774835640,51110,51110,51075,51075,6
1774836000,51055,51060,51035,51035,5
1774836120,51000,51000,51000,51000,2
1774836180,51025,51025,50985,50985,5
1774836240,50990,51010,50990,51010,3
1774836420,51045,51150,51045,51150,4
1774836480,51105,51140,51105,51125,25
1774836540,51095,51095,51005,51005,11
1774836840,51100,51100,51100,51100,1
1774836900,51105,51120,51105,51120,2
1774837080,50940,50940,50940,50940,5
1774837140,50925,50950,50925,50950,3
1774837200,50900,50900,50895,50895,8
1774837260,50950,50980,50950,50955,4
1774837380,50950,50955,50950,50955,2
1774837440,51000,51005,50995,51005,5
1774837680,51000,51000,51000,51000,12
1774837740,51000,51010,50980,50995,31
1774837800,51045,51045,51020,51020,4
1774837860,51015,51015,51015,51015,3
1774837920,51025,51025,51015,51015,3
1774838100,50930,50930,50930,50930,1
1774838400,50950,50950,50950,50950,1
1774838460,51045,51045,51045,51045,1
1774838700,51135,51185,51135,51185,4
1774838760,51190,51260,51190,51260,8
1774838820,51250,51250,51250,51250,1
1774838880,51280,51280,51280,51280,3
1774838940,51320,51385,51320,51385,17
1774839000,51365,51365,51350,51365,7
1774839060,51380,51390,51380,51390,3
1774839120,51370,51370,51350,51350,3
1774839180,51330,51330,51300,51300,6
1774839240,51295,51295,51280,51280,4
1774839300,51275,51275,51275,51275,1
1774839360,51255,51300,51245,51300,4
1774839420,51260,51260,51245,51245,2
1774839480,51295,51320,51295,51320,2
1774839660,51320,51320,51320,51320,4
1774839720,51355,51365,51350,51365,3
1774839780,51370,51370,51370,51370,1
1774839900,51395,51395,51395,51395,1
1774840020,51460,51465,51445,51445,4
1774840260,51435,51435,51435,51435,1
1774840320,51435,51440,51435,51440,3
1774840380,51420,51420,51420,51420,1
1774840440,51400,51400,51395,51395,4
1774840680,51465,51465,51465,51465,1
1774840860,51485,51500,51460,51460,5
1774840920,51480,51480,51480,51480,1
1774840980,51505,51535,51505,51530,100
1774841040,51510,51510,51510,51510,2
1774841100,51480,51480,51475,51475,3
1774841160,51500,51500,51480,51480,5
1774841280,51500,51500,51500,51500,1
1774841400,51515,51515,51510,51510,2
1774841460,51535,51535,51535,51535,1
1774841520,51510,51535,51510,51535,3
1774841580,51500,51500,51500,51500,1
1774841700,51530,51560,51530,51560,3
1774841760,51575,51575,51535,51535,2
1774841820,51585,51585,51585,51585,1
1774841880,51570,51600,51570,51600,4
1774842000,51610,51610,51580,51580,3
1774842060,51620,51620,51620,51620,9
1774842120,51630,51665,51630,51660,26
1774842180,51645,51645,51645,51645,1
1774842240,51620,51640,51620,51640,2
1774842300,51600,51600,51600,51600,1
1774842420,51590,51595,51590,51595,2
1774842480,51600,51600,51600,51600,1
1774842540,51630,51630,51630,51630,1
1774842600,51655,51655,51640,51640,22
1774842840,51635,51635,51635,51635,2
1774842900,51645,51645,51645,51645,1
1774843020,51615,51615,51615,51615,2
1774843140,51680,51680,51680,51680,2
1774843260,51680,51680,51675,51675,2
1774843440,51570,51570,51570,51570,2
1774843560,51680,51685,51680,51685,3
1774843620,51700,51700,51700,51700,2
1774843680,51680,51680,51675,51675,2
1774843860,51615,51615,51615,51615,1
1774843920,51610,51610,51600,51600,2
1774843980,51640,51640,51640,51640,1
1774844040,51600,51600,51600,51600,1
1774844460,51660,51660,51660,51660,1
1774844640,51630,51630,51630,51630,1
1774844700,51615,51615,51615,51615,2
1774844760,51660,51660,51660,51660,1
1774844880,51660,51660,51660,51660,1
1774844940,51655,51655,51640,51640,2
1774845000,51655,51655,51655,51655,1
1774845060,51690,51695,51690,51695,2
1774845180,51715,51730,51695,51695,16
1774845360,51625,51625,51620,51620,2
1774845600,51595,51595,51595,51595,1
1774845840,51605,51605,51605,51605,1
1774846020,51605,51605,51605,51605,1
1774846140,51670,51670,51670,51670,1
1774846200,51670,51670,51670,51670,1
1774846440,51625,51630,51625,51630,2
1774846500,51645,51645,51645,51645,1
1774846560,51670,51680,51670,51680,5
1774846680,51630,51630,51630,51630,1
1774846740,51660,51660,51660,51660,1
1774846860,51690,51690,51665,51665,2
1774846980,51665,51665,51665,51665,1
1774847040,51700,51700,51700,51700,1
1774847100,51710,51710,51710,51710,1
1774847220,51730,51730,51715,51715,3
1774847280,51710,51710,51710,51710,1
1774847340,51770,51770,51770,51770,1
1774847400,51800,51825,51800,51825,28
1774847460,51810,51810,51805,51805,2
1774847520,51780,51780,51780,51780,1
1774847580,51745,51745,51730,51730,2
1774847700,51655,51655,51655,51655,1
1774847820,51695,51695,51695,51695,1
1774848000,51725,51735,51700,51735,9
1774848060,51735,51765,51735,51765,3
1774848180,51715,51715,51715,51715,1
1774848300,51720,51720,51720,51720,1
1774848420,51765,51765,51765,51765,1
1774848540,51730,51730,51720,51720,2
1774848660,51735,51750,51735,51750,2
1774848720,51765,51765,51765,51765,1
1774848780,51775,51775,51775,51775,1
1774848840,51770,51770,51770,51770,1
1774848900,51760,51760,51760,51760,1
1774849020,51725,51725,51725,51725,1
1774849140,51690,51690,51685,51685,2
1774849260,51730,51730,51730,51730,2
1774849440,51715,51715,51715,51715,1
1774849500,51750,51750,51750,51750,1
1774849560,51720,51720,51720,51720,1
1774849620,51700,51700,51700,51700,2
1774849740,51735,51735,51735,51735,1
1774849860,51750,51770,51750,51770,2
1774849920,51760,51760,51760,51760,1
1774849980,51745,51745,51745,51745,1
1774850100,51745,51745,51745,51745,1
1774850160,51725,51725,51725,51725,1
1774850400,51770,51795,51770,51795,3
1774850460,51785,51785,51785,51785,3
1774850520,51860,51865,51855,51855,17
1774850580,51805,51805,51805,51805,1
1774850640,51830,51830,51830,51830,2
1774850700,51820,51820,51820,51820,1
1774850760,51820,51820,51820,51820,2
1774850880,51850,51850,51850,51850,1
1774851060,51820,51820,51800,51800,2
1774851120,51815,51815,51815,51815,1
1774851180,51805,51815,51805,51815,2
1774851240,51800,51800,51800,51800,2
1774851300,51800,51810,51800,51810,4
1774851360,51830,51830,51830,51830,1
1774851480,51835,51840,51835,51840,2
1774851540,51850,51850,51820,51820,2
1774851600,51805,51805,51805,51805,1
1774851660,51750,51755,51740,51755,4
1774851720,51725,51725,51725,51725,1
1774851780,51725,51725,51725,51725,1
1774851840,51725,51725,51725,51725,3
1774851900,51745,51895,51745,51855,16
1774851960,51855,51920,51855,51895,26
1774852020,51885,51900,51880,51900,6
1774852080,51895,51915,51895,51905,14
1774852140,51915,51935,51860,51885,32
1774852200,51890,51990,51865,51890,102
1774852260,51880,51910,51860,51860,9
1774852320,51870,51920,51870,51895,9
1774852380,51885,51890,51880,51890,8
1774852440,51930,51930,51920,51920,4
1774852500,51915,51930,51915,51930,5
1774852560,51930,51930,51915,51915,5
1774852620,51955,51955,51920,51920,12
1774852680,51925,51945,51925,51945,6
1774852740,51950,52005,51950,52000,23
1774852800,52000,52030,52000,52030,5
1774852920,52040,52045,52040,52040,7
1774852980,52025,52045,52025,52045,2
1774853040,52035,52035,52015,52035,85
1774853100,52030,52040,51980,52010,57
1774853160,52020,52035,52010,52010,10
1774853220,52005,52010,51950,52010,49
1774853280,52010,52010,52010,52010,1
1774853340,52010,52030,51995,52015,35
1774853400,52030,52050,52030,52050,5
1774853460,52050,52050,52030,52030,2
1774853580,52025,52025,52005,52020,7
1774853640,52030,52030,52015,52015,2
1774853700,51990,51990,51975,51980,9
1774853760,51985,52000,51980,52000,7
1774853820,51990,51990,51990,51990,2
1774853880,51970,51975,51965,51975,4
1774853940,51965,51970,51965,51970,4
1774854000,51975,51980,51910,51910,30
1774854060,51910,51935,51875,51935,29
1774854120,51915,51925,51890,51890,4
1774854180,51875,51875,51865,51865,4
1774854240,51885,51885,51865,51865,9
1774854300,51865,51870,51860,51865,4
1774854360,51845,51860,51845,51845,4
1774854420,51870,51895,51870,51895,6
1774854480,51945,51945,51945,51945,1
1774854540,51935,51935,51935,51935,1
1774854600,51950,51955,51950,51955,3
1774854660,51925,51950,51925,51950,2
1774854720,51980,52000,51975,52000,3
1774854780,51965,51965,51965,51965,1
1774854960,51990,51990,51975,51975,2
1774855140,51965,51965,51965,51965,1
1774855200,51970,51970,51945,51945,2
1774855260,51980,51980,51980,51980,2
1774855380,51925,51925,51915,51915,2
1774855440,51920,51920,51915,51915,3
1774855500,51920,51920,51910,51915,4
1774855560,51910,51910,51910,51910,1
1774855620,51875,51880,51865,51880,4
1774855680,51895,51910,51895,51910,5
1774855740,51935,51935,51910,51910,15
1774855800,51915,51950,51915,51950,4
1774855860,51955,51965,51950,51965,5
1774856040,51970,51970,51960,51960,2
1774856100,51950,52000,51950,51970,19
1774856160,51980,51980,51965,51975,5
1774856220,51980,51980,51980,51980,1
1774856280,51960,52005,51960,52000,9
1774856340,51985,51985,51985,51985,1
1774856400,51945,51945,51945,51945,1
1774856460,51950,51985,51950,51985,4
1774856580,51940,51940,51940,51940,2
1774856640,51935,51950,51935,51950,3
1774856700,51960,51970,51960,51970,2
1774856760,51965,51980,51965,51980,3
1774856820,51970,51970,51965,51965,3
1774856880,51980,51985,51965,51965,6
1774856940,51985,51995,51985,51995,2
1774857000,51990,51990,51990,51990,3
1774857060,52020,52020,52020,52020,2
1774857180,52015,52015,52015,52015,1
1774857240,52040,52040,52040,52040,1
1774857300,52065,52075,52065,52070,4
1774857360,52060,52060,52055,52055,2
1774857480,52045,52060,52040,52060,4
1774857540,52085,52085,52085,52085,2
1774857600,52060,52060,51990,52000,22
1774857660,51990,52000,51990,52000,3
1774857720,52000,52000,51955,51960,9
1774857780,51935,51945,51935,51945,2
1774857900,51990,51990,51990,51990,2
1774857960,52055,52070,52055,52065,7
1774858020,52035,52035,51990,51990,4
1774858080,52000,52000,52000,52000,1
1774858140,52025,52040,52025,52040,2
1774858200,52050,52065,52050,52065,4
1774858260,52070,52070,52040,52040,5
1774858320,52065,52065,52065,52065,1
1774858380,52045,52090,52045,52080,5
1774858440,52085,52100,52085,52100,14
1774858500,52080,52080,52070,52070,2
1774858560,52110,52120,52100,52100,18
1774858620,52120,52120,52120,52120,2
1774858680,52100,52115,52100,52115,3
1774858740,52095,52095,52095,52095,1
1774858800,52105,52110,52095,52110,7
1774858860,52105,52105,52090,52090,2
1774858980,52090,52090,52040,52050,48
1774859040,52055,52055,52045,52045,4
1774859100,52035,52055,52035,52055,5
1774859160,52060,52060,52060,52060,4
1774859220,52075,52075,52075,52075,1
1774859280,52085,52085,52085,52085,1
1774859340,52090,52090,52090,52090,2
1774859400,52090,52110,52090,52110,4
1774859460,52165,52165,52165,52165,1
1774859520,52180,52180,52150,52150,4
1774859640,52115,52115,52105,52105,3
1774859700,52100,52105,52080,52080,7
1774859820,52095,52095,52095,52095,1
1774859880,52140,52155,52140,52155,6
1774859940,52140,52140,52140,52140,1
1774860000,52120,52120,52120,52120,2
1774860060,52100,52100,52100,52100,1
1774860120,52095,52095,52090,52090,2
1774860180,52090,52100,52090,52100,4
1774860240,52100,52110,52100,52110,2
1774860300,52095,52095,52095,52095,2
1774860360,52125,52125,52125,52125,1
1774860420,52125,52125,52095,52095,4
1774860480,52095,52095,52070,52085,10
1774860540,52120,52130,52120,52130,2
1774860600,52150,52150,52140,52145,4
1774860720,52135,52135,52135,52135,1
1774860900,52160,52160,52160,52160,1
1774860960,52140,52140,52140,52140,1
1774861020,52165,52205,52165,52190,19
1774861080,52190,52195,52185,52185,5
1774861140,52180,52180,52180,52180,1
1774861200,52170,52175,52170,52175,2
1774861320,52180,52180,52180,52180,2
1774861380,52150,52150,52150,52150,2
1774861560,52120,52120,52120,52120,1
1774861620,52170,52170,52160,52160,4
1774861800,52115,52115,52115,52115,1
1774861860,52085,52085,52085,52085,1
1774861920,52105,52105,52065,52065,3
1774861980,52065,52070,52065,52065,6
1774862040,52050,52050,52040,52040,4
1774862100,52040,52040,51955,51955,9
1774862160,51920,51940,51920,51925,11
1774862220,51940,52010,51890,51995,60
1774862280,51955,51960,51955,51960,2
1774862340,51955,51955,51955,51955,1
1774862400,51965,51995,51965,51995,2
1774862460,51985,51985,51975,51975,4
1774862700,51960,51960,51960,51960,2
1774862820,51920,51920,51910,51910,2
1774862880,51905,51925,51900,51925,14
1774863060,51900,51900,51900,51900,1
1774863120,51880,51880,51880,51880,1
1774863240,51840,51840,51835,51835,6
1774863300,51810,51810,51810,51810,2
1774863360,51820,51820,51815,51815,7
1774863420,51835,51835,51820,51820,2
1774863480,51830,51830,51830,51830,1
1774863540,51880,51880,51850,51850,3
1774863600,51855,51855,51840,51840,3
1774863720,51840,51870,51840,51865,6
1774863780,51850,51850,51850,51850,2
1774863840,51865,51865,51865,51865,1
1774863900,51825,51835,51825,51835,4
1774863960,51860,51860,51860,51860,1
1774864020,51855,51855,51845,51845,6
1774864080,51865,51865,51865,51865,1
1774864320,51840,51860,51840,51860,5
1774864380,51865,51870,51865,51870,2
1774864500,51865,51865,51860,51865,3
1774864560,51860,51865,51860,51860,3
1774864620,51850,51855,51850,51855,2
1774864680,51880,51880,51880,51880,1
1774864740,51885,51885,51885,51885,1
1774864800,51885,51890,51875,51890,5
1774864860,51875,51880,51860,51860,4
1774864920,51860,51860,51860,51860,6
1774864980,51855,51855,51855,51855,1
1774865100,51855,51855,51845,51845,3
1774865160,51900,51900,51890,51890,2
1774865280,51925,51930,51925,51930,2
1774865340,51915,51915,51910,51910,2
1774865400,51910,51910,51910,51910,2
1774865460,51880,51880,51880,51880,2
1774865520,51870,51870,51870,51870,1
1774865700,51855,51865,51855,51865,3
1774865760,51840,51845,51835,51845,4
1774865940,51870,51870,51870,51870,1
1774866060,51870,51870,51870,51870,1
1774866120,51860,51860,51860,51860,1
1774866180,51885,51885,51885,51885,1
1774866240,51875,51875,51875,51875,1
1774866420,51875,51890,51875,51880,4
1774866480,51865,51875,51865,51865,7
1774866660,51850,51855,51850,51855,2
1774866720,51825,51845,51825,51845,3
1774866960,51815,51820,51815,51820,3
1774867020,51785,51785,51785,51785,5
1774867080,51780,51780,51780,51780,2
1774867320,51830,51830,51815,51815,3
1774867380,51800,51800,51800,51800,1
1774867620,51835,51840,51805,51810,8
1774867680,51805,51815,51805,51815,4
1774867740,51820,51820,51820,51820,1
1774867800,51865,51865,51865,51865,2
1774867860,51860,51860,51860,51860,1
1774867920,51850,51850,51815,51835,13
1774867980,51830,51830,51830,51830,1
1774868040,51825,51825,51825,51825,1
1774868100,51825,51825,51820,51820,3
1774868160,51820,51820,51815,51815,4
1774868220,51810,51810,51810,51810,1
1774868280,51825,51825,51825,51825,1
1774868340,51835,51850,51835,51850,10
1774868400,51855,51895,51855,51880,7
1774868460,51905,51915,51905,51915,2
1774868520,51900,51920,51895,51905,6
1774868580,51890,51890,51890,51890,2
1774868700,51880,51880,51880,51880,1
1774868820,51910,51910,51910,51910,1
1774868880,51905,51905,51905,51905,1
1774868940,51900,51900,51900,51900,2
1774869180,51865,51900,51865,51900,3
1774869360,51870,51870,51870,51870,1
1774869420,51900,51910,51900,51910,2
1774869480,51955,51970,51955,51970,6
1774869540,51945,51945,51945,51945,1
1774869600,51940,51945,51940,51940,24
1774869660,51950,51950,51945,51945,3
1774869720,51980,51980,51980,51980,1
1774869840,52025,52025,52020,52025,5
1774869960,52035,52320,52035,52085,116
1774870020,52085,52180,51990,52000,72
1774870080,52020,52020,51955,52020,10
1774870140,52060,52095,52060,52095,4
1774870200,52105,52105,52015,52015,10
1774870260,52015,52040,52005,52005,12
1774870320,52025,52050,52005,52015,10
1774870380,51980,51980,51940,51940,4
1774870440,51955,51965,51955,51955,5
1774870500,52025,52025,52010,52010,2
1774870560,52000,52015,51985,52015,5
1774870620,51985,51985,51985,51985,2
1774870680,51980,51980,51980,51980,1
1774870920,51950,51950,51950,51950,1
1774870980,51965,51965,51965,51965,2
1774871040,51930,51950,51930,51950,2
1774871160,51960,51975,51960,51970,3
1774871340,51970,51990,51970,51975,3
1774871400,51980,52010,51980,51995,5
1774871460,51985,51985,51975,51980,3
1774871520,51975,51975,51970,51970,2
1774871580,51960,51960,51940,51940,4
1774871640,51925,51925,51925,51925,2
1774871700,51925,51925,51900,51900,5
1774871820,51865,51870,51850,51870,17
1774871880,51880,51880,51870,51870,2
1774871940,51895,51895,51895,51895,4
1774872000,51920,51920,51900,51900,2
1774872060,51870,51885,51855,51855,4
1774872120,51845,51845,51845,51845,1
1774872180,51850,51850,51850,51850,1
1774872300,51915,51915,51900,51900,2
1774872360,51905,51905,51895,51900,6
1774872420,51885,51885,51885,51885,2
1774872540,51905,51920,51870,51870,25
1774872600,51870,51880,51870,51880,4
1774872660,51875,51885,51865,51865,4
1774872960,51865,51865,51865,51865,1
1774873200,51925,51925,51925,51925,1
1774873260,51905,51905,51905,51905,1
1774873560,51945,51970,51945,51970,6
1774873620,51955,51980,51955,51965,10
1774873680,51955,51955,51935,51935,3
1774873740,51960,51965,51960,51965,2
1774873800,51945,51945,51945,51945,1
1774873860,51980,51980,51980,51980,1
1774873920,51985,51985,51985,51985,2
1774873980,51985,51985,51985,51985,2
1774874040,51980,51985,51960,51960,6
1774874100,51965,51975,51965,51970,6
1774874280,51985,51985,51985,51985,1
1774874400,51985,51990,51980,51990,4
1774874460,51985,51985,51980,51980,4
1774874520,51995,51995,51995,51995,1
1774874580,51985,51985,51985,51985,1
1774874640,52010,52010,52010,52010,1
1774874760,51980,51980,51980,51980,1
1774874820,52000,52000,52000,52000,1
1774875000,51985,51995,51985,51995,2
1774875060,51975,51975,51970,51970,3
1774875120,51995,52000,51995,52000,2
1774875180,52000,52005,52000,52005,2
1774875300,51985,51985,51975,51980,6
1774875480,52000,52000,52000,52000,1
1774875540,52010,52010,52010,52010,2
1774875600,52025,52085,52025,52055,13
1774875720,52035,52050,52035,52050,2
1774875780,52030,52030,52030,52030,1
1774875840,52030,52035,52030,52035,8
1774875900,52015,52015,52000,52000,2
1774876080,51970,51970,51925,51925,3
1774876140,51960,51960,51955,51955,3
1774876200,51955,51955,51950,51955,4
1774876320,51965,51965,51965,51965,1
1774876380,51960,51960,51960,51960,1
1774876500,51985,51985,51985,51985,1
1774876560,51950,51980,51950,51980,2
1774876620,51980,51980,51980,51980,1
1774876680,51975,51975,51975,51975,1
1774876860,51990,52005,51990,52005,6
1774876920,52010,52010,52010,52010,2
1774877040,52010,52010,52000,52000,4
1774877100,51985,51985,51985,51985,1
1774877160,51985,51985,51985,51985,1
1774877220,51980,51980,51970,51970,15
1774877280,51980,51980,51980,51980,32
1774877340,51955,51955,51955,51955,1
1774877400,51945,51945,51905,51935,17
1774877460,51945,52000,51945,51995,81
1774877520,51980,51980,51970,51970,2
1774877580,51980,51980,51980,51980,1
1774877640,51870,51870,51870,51870,2
1774877700,51870,51870,51845,51845,5
1774877760,51835,51840,51825,51825,8
1774877820,51840,51860,51840,51850,26
1774877880,51800,51805,51800,51805,2
1774877940,51820,51820,51790,51805,20
1774878000,51780,51790,51715,51715,5
1774878060,51715,51715,51685,51690,14
1774878120,51705,51705,51700,51700,2
1774878240,51750,51770,51750,51760,3
1774878300,51735,51755,51735,51755,2
1774878360,51700,51700,51695,51695,2
1774878420,51700,51725,51700,51725,8
1774878480,51695,51695,51695,51695,1
1774878540,51685,51725,51685,51725,8
1774878600,51705,51705,51705,51705,2
1774878660,51705,51725,51700,51700,6
1774878720,51700,51700,51700,51700,1
1774878780,51725,51730,51690,51710,21
1774878840,51715,51715,51675,51675,6
1774878900,51680,51690,51655,51655,10
1774878960,51650,51670,51640,51640,11
1774879020,51630,51630,51580,51590,24
1774879080,51585,51600,51580,51600,26
1774879140,51600,51625,51600,51620,13
1774879200,51620,51685,51615,51675,48
1774879260,51675,51700,51655,51700,32
1774879320,51705,51735,51705,51725,12
1774879380,51730,51760,51725,51740,34
1774879440,51760,51760,51755,51755,5
1774879500,51755,51755,51690,51705,25
1774879560,51685,51685,51685,51685,1
1774879620,51700,51720,51690,51700,28
1774879680,51700,51725,51685,51725,16
1774879740,51730,51745,51710,51745,27
1774879800,51740,51775,51740,51750,11
1774879860,51755,51760,51725,51750,15
1774879920,51745,51785,51745,51785,31
1774879980,51770,51785,51760,51785,12
1774880040,51780,51785,51745,51750,23
1774880100,51750,51760,51700,51700,6
1774880160,51725,51725,51710,51710,3
1774880220,51720,51720,51710,51715,4
1774880340,51640,51660,51640,51660,4
1774880400,51690,51690,51690,51690,1
1774880460,51665,51665,51665,51665,2
1774880520,51710,51710,51710,51710,1
1774880700,51690,51690,51685,51685,3
1774880760,51660,51665,51645,51645,3
1774880820,51660,51660,51660,51660,1
1774880880,51635,51655,51635,51655,3
1774881000,51680,51690,51680,51690,3
1774881060,51700,51700,51675,51675,2
1774881120,51665,51665,51665,51665,1
1774881180,51680,51680,51635,51635,2
1774881240,51620,51620,51590,51605,28
1774881300,51610,51610,51540,51540,7
1774881360,51535,51580,51535,51580,6
1774881420,51580,51600,51580,51595,6
1774881480,51645,51645,51645,51645,1
1774881660,51590,51590,51555,51555,12
1774881720,51575,51585,51560,51585,5
1774881840,51515,51520,51495,51500,13
1774881900,51515,51515,51485,51485,6
1774881960,51545,51610,51540,51595,12
1774882020,51590,51695,51580,51680,20
1774882080,51655,51735,51640,51680,40
1774882140,51625,51625,51600,51600,6
1774882200,51565,51590,51565,51590,3
1774882260,51590,51590,51590,51590,1
1774882380,51595,51595,51590,51590,3
1774882440,51575,51595,51575,51595,2
1774882500,51605,51605,51605,51605,1
1774882680,51705,51705,51695,51695,2
1774882740,51715,51725,51715,51715,7
1774882800,51735,51770,51735,51765,31
1774882860,51770,51795,51770,51795,4
1774882920,51785,51795,51785,51795,5
1774882980,51775,51775,51775,51775,1
1774883040,51805,51820,51805,51810,21
1774883100,51820,51820,51805,51805,2
1774883160,51740,51745,51725,51725,13
1774883220,51705,51705,51640,51640,7
1774883280,51625,51625,51625,51625,3
1774883340,51635,51640,51635,51640,2
1774883400,51675,51675,51655,51675,66
1774883460,51670,51680,51670,51680,2
1774883520,51675,51680,51660,51660,5
1774883580,51635,51635,51630,51630,3
1774883640,51625,51625,51625,51625,3
1774883700,51590,51590,51590,51590,1
1774883760,51565,51565,51550,51550,4
1774883820,51550,51580,51550,51580,3
1774883940,51605,51610,51605,51610,2
1774884120,51610,51610,51610,51610,1
1774884180,51645,51660,51645,51660,7
1774884300,51675,51695,51675,51695,2
1774884360,51725,51735,51725,51735,72
1774884420,51715,51715,51715,51715,1
1774884480,51710,51715,51700,51715,3
1774884540,51700,51700,51670,51675,3
1774884600,51655,51655,51655,51655,2
1774884660,51705,51715,51705,51715,4
1774884720,51770,51770,51765,51765,11
1774884780,51765,51780,51765,51780,2
1774884840,51790,51790,51790,51790,1
1774884900,51835,51840,51820,51830,14
1774884960,51825,51865,51820,51865,6
1774885020,51855,51890,51855,51880,9
1774885080,51870,51870,51845,51845,4
1774885140,51820,51835,51820,51825,3
1774885200,51810,51815,51810,51815,2
1774885260,51835,51850,51835,51850,2
1774885320,51840,51845,51840,51845,2
1774885380,51840,51840,51840,51840,1
1774885440,51860,51860,51860,51860,11
1774885500,51865,51865,51840,51840,4
1774885560,51830,51830,51830,51830,1
1774885620,51835,51835,51825,51830,4
1774885740,51830,51840,51830,51840,3
1774885800,51835,51870,51835,51870,3
1774885860,51875,51885,51875,51885,3
1774885920,51910,51910,51885,51885,3
1774885980,51890,51890,51875,51875,7
1774886100,51850,51850,51845,51845,4
1774886220,51795,51805,51795,51800,8
1774886280,51825,51825,51825,51825,1
1774886340,51815,51815,51810,51810,4
1774886400,51800,51800,51750,51750,9
1774886460,51755,51755,51730,51740,7
1774886520,51690,51690,51670,51670,12
1774886580,51660,51670,51635,51635,15
